Category,Price,Rating,Stock,Discount,Net Price,SaleDate
Unknown,2085.0,3.03583314788547,In Stock,37.0,,2029-03-10
Unknown,587.0,3.03583314788547,Unknown,15.0,,2029-03-11
B,6444.0,3.0985746187075898,In Stock,44.0,,2029-03-12
Unknown,1322.0,3.03583314788547,Unknown,41.0,,2029-03-13
D,9833.0,3.1168924314498474,Out of Stock,25.0,,2029-03-14
Unknown,531.0,3.763509325473399,In Stock,5.0,504.45,2029-03-15
Unknown,2153.0,3.2270961712433626,Out of Stock,45.0,1184.15,2029-03-16
Unknown,5119.0,1.7737018199744177,Out of Stock,48.0,2661.88,2029-03-17
Unknown,8627.0,1.6102640318690766,Out of Stock,0.0,8627.0,2029-03-18
Unknown,297.0,3.03583314788547,Out of Stock,3.0,,2029-03-19
Unknown,5426.0,3.03583314788547,Out of Stock,22.0,,2029-03-20
C,273.0,1.4180834593687035,Unknown,4.0,262.08,2029-03-21
Unknown,3164.0,1.8564876494356684,Unknown,0.0,3164.0,2029-03-22
D,3836.0,3.1168924314498474,Unknown,31.0,,2029-03-23
C,907.0,2.878007508713643,In Stock,4.0,,2029-03-24
Unknown,944.0,3.03583314788547,In Stock,44.0,,2029-03-25
Unknown,6618.0,2.3903355920797384,In Stock,24.0,5029.68,2029-03-26
Unknown,580.0,1.4907350786525972,In Stock,38.0,359.6,2029-03-27
Unknown,7422.0,1.3887899924494618,In Stock,40.0,4453.2,2029-03-28
C,8748.0,1.5274825040393862,Unknown,6.0,8223.119999999999,2029-03-29
Unknown,2526.0,3.03583314788547,Unknown,19.0,,2029-03-30
Unknown,2193.0,3.03583314788547,Unknown,8.0,,2029-03-31
Unknown,2141.0,1.4427356777756404,In Stock,36.0,1370.24,2029-04-01
Unknown,8942.0,4.356030324204079,Out of Stock,43.0,5096.9400000000005,2029-04-02
D,3311.0,3.779833637391149,Out of Stock,42.0,1920.3800000000003,2029-04-03
Unknown,3601.0,3.03583314788547,Out of Stock,10.0,,2029-04-04
Unknown,2908.0,3.03583314788547,Out of Stock,43.0,,2029-04-05
B,9772.0,4.386476093744632,In Stock,1.0,9674.28,2029-04-06
Unknown,4953.0,2.55636308815333,Out of Stock,13.0,4309.11,2029-04-07
Unknown,3596.0,3.03583314788547,Unknown,30.0,,2029-04-08
Unknown,5570.0,1.211041220532186,Unknown,24.0,4233.2,2029-04-09
A,572.0,3.089706066939416,Out of Stock,0.0,,2029-04-10
Unknown,413.0,3.875076251037159,Out of Stock,24.0,313.88,2029-04-11
Unknown,9448.0,3.03583314788547,In Stock,31.0,,2029-04-12
Unknown,1476.0,3.283649654560546,Unknown,32.0,1003.68,2029-04-13
D,6094.0,3.1168924314498474,Unknown,20.0,,2029-04-14
Unknown,1360.0,3.03583314788547,Unknown,36.0,,2029-04-15
C,4651.0,2.878007508713643,Unknown,29.0,,2029-04-16
Unknown,2630.0,3.03583314788547,In Stock,29.0,,2029-04-17
C,2708.0,1.5939606552371202,Unknown,40.0,1624.8,2029-04-18
C,6768.0,2.878007508713643,Unknown,34.0,,2029-04-19
D,1072.0,3.1168924314498474,Out of Stock,20.0,,2029-04-20
A,5966.0,3.089706066939416,Unknown,15.0,,2029-04-21
Unknown,1357.0,1.575677158382542,Out of Stock,47.0,719.21,2029-04-22
B,4688.0,1.0136444576261732,Out of Stock,39.0,2859.68,2029-04-23
C,5135.0,1.3979580883377167,Out of Stock,43.0,2926.9500000000003,2029-04-24
B,5835.0,3.0985746187075898,Unknown,20.0,,2029-04-25
Unknown,2489.0,3.03583314788547,In Stock,43.0,,2029-04-26
C,2831.0,4.015490082668807,Unknown,30.0,1981.6999999999998,2029-04-27
A,6309.0,3.089706066939416,Unknown,34.0,,2029-04-28
Unknown,868.0,4.44701248149917,Unknown,5.0,824.5999999999999,2029-04-29
Unknown,2951.0,3.03583314788547,Out of Stock,37.0,,2029-04-30
C,7595.0,2.878007508713643,Unknown,27.0,,2029-05-01
Unknown,4775.0,1.9700663344235991,Unknown,14.0,4106.5,2029-05-02
Unknown,3462.0,3.03583314788547,Out of Stock,8.0,,2029-05-03
C,5131.0,4.236650018713776,In Stock,40.0,3078.6,2029-05-04
Unknown,5159.0,3.03583314788547,In Stock,30.0,,2029-05-05
Unknown,978.0,3.03583314788547,Out of Stock,7.0,,2029-05-06
B,6750.0,2.240162267358838,In Stock,21.0,5332.5,2029-05-07
Unknown,1035.0,4.095231037828995,Out of Stock,7.0,962.55,2029-05-08
Unknown,9682.0,4.489641074311935,In Stock,36.0,6196.4800000000005,2029-05-09
B,9919.0,2.916351330020928,Unknown,4.0,9522.24,2029-05-10
Unknown,5085.0,3.03583314788547,Out of Stock,7.0,,2029-05-11
A,1448.0,1.578281882282309,In Stock,28.0,1042.56,2029-05-12
Unknown,6307.0,4.954964905040871,Out of Stock,0.0,6307.0,2029-05-13
Unknown,6101.0,4.210077430622178,In Stock,0.0,6101.0,2029-05-14
D,6054.0,3.1168924314498474,Out of Stock,36.0,,2029-05-15
Unknown,2410.0,3.118344839120001,In Stock,0.0,2410.0,2029-05-16
Unknown,2579.0,3.03583314788547,Out of Stock,34.0,,2029-05-17
D,5841.0,4.241377172414666,Out of Stock,19.0,4731.21,2029-05-18
Unknown,7321.0,4.762416364499229,Out of Stock,0.0,7321.0,2029-05-19
Unknown,1434.0,3.03583314788547,In Stock,46.0,,2029-05-20
C,1680.0,2.878007508713643,Unknown,46.0,,2029-05-21
B,1076.0,3.472829214829641,Out of Stock,12.0,946.88,2029-05-22
Unknown,8772.0,3.03583314788547,Out of Stock,6.0,,2029-05-23
Unknown,6797.0,4.295197752124858,Unknown,32.0,4621.959999999999,2029-05-24
Unknown,9848.0,4.571325150691187,Out of Stock,13.0,8567.76,2029-05-25
Unknown,4384.0,4.295469146945701,In Stock,5.0,4164.8,2029-05-26
Unknown,8403.0,4.420791316507302,In Stock,30.0,5882.099999999999,2029-05-27
Unknown,8281.0,3.03583314788547,In Stock,15.0,,2029-05-28
Unknown,8486.0,3.03583314788547,In Stock,34.0,,2029-05-29
Unknown,7882.0,3.499802616262206,Unknown,22.0,6147.96,2029-05-30
Unknown,9644.0,3.03583314788547,Out of Stock,7.0,,2029-05-31
A,2934.0,3.089706066939416,Out of Stock,25.0,,2029-06-01
D,8941.0,3.1168924314498474,Unknown,0.0,,2029-06-02
D,7260.0,3.1168924314498474,Out of Stock,21.0,,2029-06-03
C,2987.0,2.201141319570443,In Stock,31.0,2061.0299999999997,2029-06-04
D,9653.0,3.1168924314498474,Out of Stock,0.0,,2029-06-05
A,5196.0,3.818020812930644,Unknown,26.0,3845.04,2029-06-06
Unknown,5015.0,4.508928573095144,Out of Stock,13.0,4363.05,2029-06-07
Unknown,716.0,3.03583314788547,Unknown,33.0,,2029-06-08
Unknown,6966.0,1.2361074254362432,In Stock,24.0,5294.16,2029-06-09
Unknown,4024.0,3.03583314788547,Unknown,35.0,,2029-06-10
Unknown,7878.0,3.317701614197333,Unknown,3.0,7641.66,2029-06-11
Unknown,7987.0,3.03583314788547,Unknown,39.0,,2029-06-12
Unknown,6208.0,4.0565459307784,Unknown,44.0,3476.4800000000005,2029-06-13
Unknown,7770.0,3.03583314788547,In Stock,44.0,,2029-06-14
Unknown,7321.0,3.453911915630956,In Stock,0.0,7321.0,2029-06-15
B,9394.0,1.9423444641239889,Unknown,47.0,4978.820000000001,2029-06-16
Unknown,1406.0,3.223711459985949,Out of Stock,13.0,1223.22,2029-06-17
C,1871.0,2.878007508713643,Out of Stock,29.0,,2029-06-18
Unknown,1348.0,3.03583314788547,Unknown,18.0,,2029-06-19
Unknown,8474.0,3.987314096495559,Out of Stock,35.0,5508.1,2029-06-20
Unknown,1102.0,4.655984569752293,Out of Stock,29.0,782.42,2029-06-21
Unknown,6105.0,3.03583314788547,Out of Stock,35.0,,2029-06-22
Unknown,5797.0,1.1084484296634196,In Stock,35.0,3768.05,2029-06-23
Unknown,8774.0,1.7740098191754106,In Stock,19.0,7106.9400000000005,2029-06-24
Unknown,8547.0,3.03583314788547,Out of Stock,47.0,,2029-06-25
Unknown,816.0,3.809783415698837,Out of Stock,2.0,799.68,2029-06-26
B,7656.0,2.7814611526467017,In Stock,20.0,6124.8,2029-06-27
Unknown,6616.0,3.03583314788547,Unknown,7.0,,2029-06-28
A,1499.0,3.089706066939416,Out of Stock,38.0,,2029-06-29
B,5995.0,3.0914451422446763,In Stock,18.0,4915.900000000001,2029-06-30
Unknown,3007.0,3.03583314788547,Unknown,7.0,,2029-07-01
Unknown,311.0,3.03583314788547,Unknown,18.0,,2029-07-02
Unknown,3112.0,3.03583314788547,Out of Stock,15.0,,2029-07-03
B,8240.0,3.652888297989315,In Stock,48.0,4284.8,2029-07-04
Unknown,4606.0,3.03583314788547,In Stock,7.0,,2029-07-05
B,3368.0,1.6889997550873672,Unknown,7.0,3132.24,2029-07-06
B,9265.0,3.0985746187075898,In Stock,24.0,,2029-07-07
B,6898.0,3.0985746187075898,Unknown,0.0,,2029-07-08
D,390.0,2.527515738542302,Unknown,6.0,366.59999999999997,2029-07-09
A,3669.0,3.089706066939416,Out of Stock,17.0,,2029-07-10
B,9746.0,3.0985746187075898,Out of Stock,14.0,,2029-07-11
Unknown,9408.0,3.03583314788547,In Stock,31.0,,2029-07-12
Unknown,8843.0,3.03583314788547,Unknown,2.0,,2029-07-13
Unknown,4296.0,3.03583314788547,In Stock,33.0,,2029-07-14
Unknown,4085.0,1.552376432227326,In Stock,33.0,2736.95,2029-07-15
C,5972.0,3.103611590922572,Unknown,0.0,5972.0,2029-07-16
Unknown,5512.0,3.03583314788547,Out of Stock,26.0,,2029-07-17
C,3305.0,3.9267984425107385,In Stock,5.0,3139.75,2029-07-18
Unknown,7738.0,3.266528515499862,In Stock,27.0,5648.74,2029-07-19
Unknown,5578.0,4.854748969539183,Unknown,36.0,3569.92,2029-07-20
Unknown,229.0,3.03583314788547,Unknown,3.0,,2029-07-21
Unknown,4443.0,3.160280553221813,In Stock,48.0,2310.36,2029-07-22
Unknown,9317.0,2.5394093781852725,In Stock,17.0,7733.11,2029-07-23
Unknown,7683.0,3.4737390600422446,Unknown,45.0,4225.650000000001,2029-07-24
C,857.0,2.878007508713643,Out of Stock,5.0,,2029-07-25
B,702.0,2.2388522777506017,In Stock,45.0,386.1,2029-07-26
A,5370.0,3.089706066939416,In Stock,1.0,,2029-07-27
B,5499.0,4.118607924812325,Out of Stock,48.0,2859.48,2029-07-28
D,8711.0,4.232480532787325,In Stock,1.0,8623.89,2029-07-29
Unknown,8405.0,4.626298946630063,Unknown,18.0,6892.1,2029-07-30
Unknown,399.0,3.03583314788547,In Stock,18.0,,2029-07-31
Unknown,3241.0,3.03583314788547,In Stock,47.0,,2029-08-01
Unknown,273.0,3.03583314788547,In Stock,5.0,,2029-08-02
B,4364.0,3.4911783151543307,Out of Stock,35.0,2836.6,2029-08-03
Unknown,6554.0,4.901451620524203,Out of Stock,39.0,3997.94,2029-08-04
Unknown,9571.0,3.03583314788547,In Stock,3.0,,2029-08-05
Unknown,772.0,3.03583314788547,Out of Stock,43.0,,2029-08-06
Unknown,9685.0,2.091469996373896,In Stock,41.0,5714.150000000001,2029-08-07
Unknown,9471.0,3.03583314788547,Unknown,37.0,,2029-08-08
Unknown,8513.0,1.6344842501412304,Unknown,3.0,8257.61,2029-08-09
Unknown,8767.0,3.03583314788547,Out of Stock,38.0,,2029-08-10
A,4625.0,3.67080577052816,Unknown,0.0,4625.0,2029-08-11
Unknown,3883.0,3.9311790349453712,Unknown,33.0,2601.6099999999997,2029-08-12
A,5281.0,2.1417931536952195,In Stock,41.0,3115.7900000000004,2029-08-13
Unknown,1265.0,4.460394570640025,Unknown,7.0,1176.4499999999998,2029-08-14
A,5164.0,3.089706066939416,Unknown,38.0,,2029-08-15
Unknown,1780.0,2.201523165614836,In Stock,36.0,1139.2,2029-08-16
Unknown,3022.0,4.203255409417453,Out of Stock,16.0,2538.48,2029-08-17
B,5880.0,3.0985746187075898,In Stock,43.0,,2029-08-18
Unknown,3101.0,3.03583314788547,Unknown,35.0,,2029-08-19
Unknown,2993.0,3.03583314788547,Unknown,8.0,,2029-08-20
Unknown,7642.0,3.03583314788547,In Stock,45.0,,2029-08-21
Unknown,7620.0,2.758632458639411,In Stock,23.0,5867.400000000001,2029-08-22
Unknown,8010.0,3.03583314788547,Out of Stock,26.0,,2029-08-23
Unknown,8493.0,3.03583314788547,Unknown,14.0,,2029-08-24
Unknown,8977.0,4.548854950177848,Unknown,49.0,4578.27,2029-08-25
Unknown,5680.0,1.417238329688558,Unknown,39.0,3464.7999999999997,2029-08-26
D,9536.0,3.1168924314498474,Unknown,33.0,,2029-08-27
D,7810.0,1.481073746409081,In Stock,38.0,4842.2,2029-08-28
D,6108.0,2.474654233546479,Unknown,10.0,5497.2,2029-08-29
Unknown,9624.0,3.03583314788547,Unknown,25.0,,2029-08-30
B,2162.0,3.0985746187075898,In Stock,38.0,,2029-08-31
Unknown,263.0,4.652271734414185,Out of Stock,0.0,263.0,2029-09-01
Unknown,7003.0,1.9300833368031596,In Stock,19.0,5672.43,2029-09-02
Unknown,5601.0,3.03583314788547,In Stock,32.0,,2029-09-03
A,2558.0,3.089706066939416,Out of Stock,33.0,,2029-09-04
C,3826.0,3.821176637821326,In Stock,43.0,2180.82,2029-09-05
Unknown,4048.0,3.03583314788547,Out of Stock,29.0,,2029-09-06
Unknown,3898.0,1.0270621332760603,Out of Stock,18.0,3196.36,2029-09-07
D,645.0,2.454962136254689,Unknown,42.0,374.1,2029-09-08
Unknown,3556.0,3.03583314788547,In Stock,30.0,,2029-09-09
Unknown,4059.0,3.03583314788547,Out of Stock,36.0,,2029-09-10
Unknown,8326.0,1.3384597183293794,In Stock,0.0,8326.0,2029-09-11
D,1183.0,2.746028971193752,Out of Stock,43.0,674.3100000000001,2029-09-12
Unknown,5963.0,3.03583314788547,In Stock,18.0,,2029-09-13
B,5973.0,2.7504142463770838,In Stock,42.0,3464.3400000000006,2029-09-14
Unknown,9025.0,3.03583314788547,Unknown,27.0,,2029-09-15
D,4690.0,2.062145611959722,In Stock,13.0,4080.3,2029-09-16
D,2494.0,3.619980555611296,Out of Stock,0.0,2494.0,2029-09-17
Unknown,8641.0,2.648164552699005,Unknown,41.0,5098.1900000000005,2029-09-18
C,3836.0,2.878007508713643,Unknown,33.0,,2029-09-19
Unknown,303.0,3.03583314788547,Unknown,22.0,,2029-09-20
Unknown,628.0,3.03583314788547,Out of Stock,24.0,,2029-09-21
Unknown,2006.0,4.956117744372038,In Stock,9.0,1825.46,2029-09-22
B,5235.0,1.8234310555409712,Out of Stock,11.0,4659.15,2029-09-23
Unknown,5352.0,3.931256859047153,In Stock,9.0,4870.320000000001,2029-09-24
Unknown,4269.0,3.03583314788547,In Stock,26.0,,2029-09-25
A,5315.0,2.162387429485835,Unknown,49.0,2710.65,2029-09-26
Unknown,4300.0,3.03583314788547,Out of Stock,23.0,,2029-09-27
A,4823.0,3.089706066939416,In Stock,35.0,,2029-09-28
Unknown,7285.0,3.03583314788547,In Stock,9.0,,2029-09-29
A,2090.0,3.089706066939416,Out of Stock,4.0,,2029-09-30
Unknown,7018.0,3.03583314788547,In Stock,20.0,,2029-10-01
B,9607.0,4.78979544988489,Unknown,10.0,8646.300000000001,2029-10-02
B,3178.0,4.16597742839049,In Stock,20.0,2542.4,2029-10-03
B,1378.0,4.810703849967366,In Stock,42.0,799.2400000000001,2029-10-04
D,2469.0,3.1168924314498474,In Stock,47.0,,2029-10-05
A,2053.0,3.317306004614981,In Stock,0.0,2053.0,2029-10-06
Unknown,9449.0,3.03583314788547,In Stock,12.0,,2029-10-07
B,7574.0,4.5977691516254655,Out of Stock,28.0,5453.28,2029-10-08
B,2629.0,3.0985746187075898,In Stock,28.0,,2029-10-09
Unknown,9443.0,4.430256737564136,In Stock,16.0,7932.12,2029-10-10
C,9149.0,2.878007508713643,Out of Stock,30.0,,2029-10-11
Unknown,8110.0,3.03583314788547,Out of Stock,12.0,,2029-10-12
Unknown,5001.0,3.111345273381468,Out of Stock,6.0,4700.94,2029-10-13
Unknown,4945.0,3.102738577398457,In Stock,27.0,3609.85,2029-10-14
A,5065.0,3.089706066939416,Out of Stock,0.0,,2029-10-15
B,1425.0,3.747818332982504,In Stock,40.0,855.0,2029-10-16
A,8714.0,4.053873780279593,In Stock,0.0,8714.0,2029-10-17
Unknown,9964.0,3.03583314788547,Unknown,36.0,,2029-10-18
A,7245.0,3.926151475803104,Unknown,14.0,6230.7,2029-10-19
Unknown,1493.0,3.9007234309744616,Out of Stock,18.0,1224.26,2029-10-20
D,5681.0,4.728030580616512,Out of Stock,39.0,3465.41,2029-10-21
Unknown,698.0,3.03583314788547,Out of Stock,8.0,,2029-10-22
Unknown,8109.0,3.03583314788547,In Stock,40.0,,2029-10-23
Unknown,1475.0,3.03583314788547,Out of Stock,3.0,,2029-10-24
Unknown,103.0,3.03583314788547,Unknown,16.0,,2029-10-25
C,5350.0,4.408158703019483,Out of Stock,27.0,3905.5,2029-10-26
Unknown,4344.0,4.158135045472835,Unknown,12.0,3822.72,2029-10-27
B,6216.0,3.885563881931149,Out of Stock,10.0,5594.400000000001,2029-10-28
B,7410.0,3.0985746187075898,Out of Stock,11.0,,2029-10-29
Unknown,908.0,3.03583314788547,Unknown,12.0,,2029-10-30
Unknown,5949.0,3.03583314788547,Unknown,32.0,,2029-10-31
Unknown,4348.0,4.831264995979131,In Stock,37.0,2739.2400000000002,2029-11-01
Unknown,2425.0,1.280146153126628,Unknown,34.0,1600.4999999999998,2029-11-02
D,6698.0,3.1168924314498474,Unknown,0.0,,2029-11-03
Unknown,1951.0,1.283084494896114,Out of Stock,38.0,1209.62,2029-11-04
C,8300.0,1.346404524138724,Unknown,29.0,5893.0,2029-11-05
Unknown,3888.0,3.038160198339047,Unknown,20.0,3110.4,2029-11-06
C,4005.0,2.026526908336027,Out of Stock,40.0,2403.0,2029-11-07
A,9854.0,2.694786815958856,Out of Stock,3.0,9558.38,2029-11-08
Unknown,1064.0,3.03583314788547,Unknown,14.0,,2029-11-09
B,8598.0,4.07081049373118,Out of Stock,29.0,6104.58,2029-11-10
Unknown,6216.0,3.03583314788547,In Stock,14.0,,2029-11-11
Unknown,4776.0,3.879422821658204,Unknown,36.0,3056.64,2029-11-12
Unknown,1856.0,1.8404630401103772,Out of Stock,31.0,1280.6399999999999,2029-11-13
D,3555.0,1.2286097038283836,In Stock,0.0,3555.0,2029-11-14
Unknown,2607.0,3.03583314788547,In Stock,21.0,,2029-11-15
C,7122.0,2.878007508713643,In Stock,1.0,,2029-11-16
Unknown,6550.0,1.4503517042455574,Out of Stock,23.0,5043.5,2029-11-17
C,1366.0,4.711987441424158,Unknown,38.0,846.92,2029-11-18
C,7081.0,2.878007508713643,Unknown,24.0,,2029-11-19
Unknown,577.0,3.03583314788547,Unknown,20.0,,2029-11-20
Unknown,8936.0,1.9344745859984824,Unknown,13.0,7774.32,2029-11-21
Unknown,823.0,1.0943129812326209,In Stock,44.0,460.88000000000005,2029-11-22
C,3458.0,2.878007508713643,In Stock,6.0,,2029-11-23
A,9852.0,2.0239450414525084,Out of Stock,26.0,7290.48,2029-11-24
Unknown,8394.0,3.03583314788547,Out of Stock,12.0,,2029-11-25
B,5579.0,3.0985746187075898,Out of Stock,0.0,,2029-11-26
Unknown,6696.0,3.03583314788547,Unknown,0.0,,2029-11-27
Unknown,9038.0,3.79299131684906,Out of Stock,49.0,4609.38,2029-11-28
B,5575.0,3.8306381313926408,Unknown,28.0,4014.0,2029-11-29
C,2934.0,2.878007508713643,In Stock,28.0,,2029-11-30
Unknown,4907.0,3.03583314788547,Out of Stock,0.0,,2029-12-01
Unknown,2359.0,1.2347487005577764,Out of Stock,0.0,2359.0,2029-12-02
B,3064.0,2.9747131160007165,In Stock,13.0,2665.68,2029-12-03
Unknown,9689.0,3.898176358758559,Unknown,47.0,5135.17,2029-12-04
C,3017.0,3.398362562037509,In Stock,47.0,1599.01,2029-12-05
Unknown,1186.0,3.2146205823279583,Out of Stock,38.0,735.32,2029-12-06
Unknown,597.0,3.792008442475743,In Stock,47.0,316.41,2029-12-07
Unknown,9172.0,3.03583314788547,Unknown,0.0,,2029-12-08
A,5842.0,3.089706066939416,Out of Stock,40.0,,2029-12-09
Unknown,9693.0,2.7605836007193187,Unknown,47.0,5137.29,2029-12-10
Unknown,2780.0,3.03583314788547,In Stock,0.0,,2029-12-11
Unknown,1160.0,4.232012628042476,In Stock,25.0,870.0,2029-12-12
Unknown,2373.0,3.03583314788547,Out of Stock,10.0,,2029-12-13
B,8478.0,3.0985746187075898,Unknown,38.0,,2029-12-14
Unknown,2885.0,3.29218736783225,Unknown,4.0,2769.6,2029-12-15
Unknown,1871.0,2.699047462439864,Out of Stock,27.0,1365.83,2029-12-16
D,9802.0,3.1168924314498474,In Stock,36.0,,2029-12-17
Unknown,9101.0,3.03583314788547,Out of Stock,1.0,,2029-12-18
Unknown,8077.0,3.1106982030759687,Out of Stock,20.0,6461.6,2029-12-19
Unknown,878.0,3.03583314788547,Unknown,10.0,,2029-12-20
Unknown,4470.0,3.03583314788547,Unknown,49.0,,2029-12-21
Unknown,9895.0,3.5886480817394477,In Stock,5.0,9400.25,2029-12-22
Unknown,1400.0,4.13023903283565,In Stock,0.0,1400.0,2029-12-23
A,244.0,2.2639855950777465,In Stock,4.0,234.23999999999998,2029-12-24
Unknown,7247.0,3.03583314788547,Out of Stock,16.0,,2029-12-25
Unknown,860.0,4.764904531677262,Unknown,18.0,705.2,2029-12-26
Unknown,9078.0,3.200384235041743,In Stock,30.0,6354.599999999999,2029-12-27
A,9997.0,3.089706066939416,Unknown,27.0,,2029-12-28
Unknown,9958.0,4.163330985704734,Unknown,1.0,9858.42,2029-12-29
Unknown,3894.0,3.03583314788547,In Stock,15.0,,2029-12-30
D,5901.0,3.3303753402358907,In Stock,31.0,4071.6899999999996,2029-12-31
Unknown,1746.0,3.03583314788547,In Stock,34.0,,2030-01-01
C,7019.0,2.3017552754388166,Unknown,41.0,4141.210000000001,2030-01-02
Unknown,4316.0,3.03583314788547,Out of Stock,11.0,,2030-01-03
B,3019.0,3.434520377922623,In Stock,44.0,1690.64,2030-01-04
Unknown,1898.0,1.0620023583273537,Out of Stock,0.0,1898.0,2030-01-05
D,4042.0,2.9266623201528126,Out of Stock,35.0,2627.3,2030-01-06
Unknown,3807.0,2.788718126467676,Out of Stock,15.0,3235.95,2030-01-07
Unknown,1871.0,3.3555289088493985,Unknown,43.0,1066.47,2030-01-08
D,5843.0,3.1168924314498474,Out of Stock,24.0,,2030-01-09
Unknown,2462.0,2.142589530356789,Out of Stock,0.0,2462.0,2030-01-10
Unknown,5671.0,3.03583314788547,Out of Stock,35.0,,2030-01-11
Unknown,2163.0,3.03583314788547,In Stock,2.0,,2030-01-12
B,141.0,2.0441359764942715,In Stock,15.0,119.85,2030-01-13
Unknown,5263.0,3.03583314788547,Unknown,10.0,,2030-01-14
C,3097.0,2.878007508713643,Out of Stock,28.0,,2030-01-15
Unknown,6903.0,3.03583314788547,Out of Stock,12.0,,2030-01-16
Unknown,8516.0,3.544980061905084,Unknown,11.0,7579.24,2030-01-17
Unknown,4207.0,1.3190225092970267,Out of Stock,3.0,4080.79,2030-01-18
Unknown,9598.0,3.699077230801368,In Stock,7.0,8926.14,2030-01-19
Unknown,9792.0,1.743031066654968,Out of Stock,26.0,7246.08,2030-01-20
C,2463.0,2.946698992249034,In Stock,45.0,1354.65,2030-01-21
B,6103.0,1.6178056362897633,Out of Stock,45.0,3356.65,2030-01-22
Unknown,4967.0,2.4686098995300174,Unknown,41.0,2930.53,2030-01-23
Unknown,8872.0,2.3286951768216317,Unknown,13.0,7718.64,2030-01-24
Unknown,9765.0,3.03583314788547,Unknown,19.0,,2030-01-25
Unknown,9650.0,3.03583314788547,Unknown,24.0,,2030-01-26
Unknown,1493.0,3.03583314788547,Out of Stock,36.0,,2030-01-27
Unknown,1462.0,3.03583314788547,In Stock,0.0,,2030-01-28
Unknown,2642.0,3.03583314788547,In Stock,23.0,,2030-01-29
Unknown,7573.0,4.489969795904603,Out of Stock,22.0,5906.9400000000005,2030-01-30
Unknown,3785.0,1.384911857102992,In Stock,2.0,3709.2999999999997,2030-01-31
Unknown,7431.0,2.221917332176673,Out of Stock,10.0,6687.900000000001,2030-02-01
A,3885.0,3.089706066939416,In Stock,1.0,,2030-02-02
Unknown,2054.0,4.020705694779065,In Stock,2.0,2012.92,2030-02-03
Unknown,2294.0,3.03583314788547,In Stock,1.0,,2030-02-04
Unknown,5652.0,3.03583314788547,Out of Stock,4.0,,2030-02-05
C,4468.0,2.878007508713643,Unknown,40.0,,2030-02-06
A,4861.0,2.394329224388529,In Stock,14.0,4180.46,2030-02-07
Unknown,8509.0,3.03583314788547,Unknown,32.0,,2030-02-08
Unknown,213.0,1.3093390809044458,In Stock,30.0,149.1,2030-02-09
D,6302.0,3.1168924314498474,Out of Stock,40.0,,2030-02-10
Unknown,4599.0,2.7059196992070778,Unknown,16.0,3863.16,2030-02-11
Unknown,1054.0,3.03583314788547,In Stock,17.0,,2030-02-12
B,6431.0,3.0985746187075898,In Stock,4.0,,2030-02-13
Unknown,6437.0,2.0235713549373444,Unknown,33.0,4312.79,2030-02-14
C,8137.0,2.878007508713643,Out of Stock,1.0,,2030-02-15
Unknown,2935.0,3.03583314788547,In Stock,10.0,,2030-02-16
C,5273.0,2.4136879303418004,Unknown,10.0,4745.7,2030-02-17
Unknown,4077.0,3.03583314788547,Out of Stock,16.0,,2030-02-18
Unknown,3385.0,3.03583314788547,Unknown,31.0,,2030-02-19
Unknown,6143.0,3.03583314788547,Unknown,11.0,,2030-02-20
Unknown,4185.0,3.03583314788547,In Stock,13.0,,2030-02-21
Unknown,4962.0,3.1205871463083,Out of Stock,46.0,2679.48,2030-02-22
Unknown,2341.0,3.03583314788547,Unknown,19.0,,2030-02-23
D,3945.0,1.873916737595984,Unknown,36.0,2524.8,2030-02-24
Unknown,2806.0,3.092530207474025,Out of Stock,28.0,2020.32,2030-02-25
D,6057.0,4.7043689461398674,In Stock,48.0,3149.6400000000003,2030-02-26
Unknown,9011.0,3.03583314788547,In Stock,0.0,,2030-02-27
Unknown,3978.0,2.4124411276526287,In Stock,32.0,2705.04,2030-02-28
Unknown,1707.0,3.03583314788547,Unknown,0.0,,2030-03-01
Unknown,855.0,3.03583314788547,Out of Stock,7.0,,2030-03-02
Unknown,1279.0,4.968169215602468,Out of Stock,36.0,818.5600000000001,2030-03-03
Unknown,8705.0,4.899799221719233,In Stock,23.0,6702.85,2030-03-04
Unknown,7317.0,1.1599733180216578,Unknown,0.0,7317.0,2030-03-05
Unknown,9972.0,3.03583314788547,Out of Stock,15.0,,2030-03-06
Unknown,4194.0,3.03583314788547,Out of Stock,36.0,,2030-03-07
Unknown,1152.0,3.03583314788547,Out of Stock,0.0,,2030-03-08
Unknown,1155.0,3.03583314788547,In Stock,38.0,,2030-03-09
C,7400.0,2.7941732006435323,In Stock,18.0,6068.000000000001,2030-03-10
B,1241.0,3.7281744313784952,In Stock,9.0,1129.31,2030-03-11
Unknown,4774.0,2.311133033991066,Out of Stock,14.0,4105.64,2030-03-12
Unknown,9789.0,3.9793901994925465,In Stock,14.0,8418.539999999999,2030-03-13
B,6906.0,3.0985746187075898,Out of Stock,41.0,,2030-03-14
Unknown,5383.0,3.0936229253617693,In Stock,27.0,3929.5899999999997,2030-03-15
Unknown,7721.0,4.973106647688812,Out of Stock,34.0,5095.86,2030-03-16
Unknown,4789.0,3.03583314788547,Out of Stock,0.0,,2030-03-17
Unknown,3855.0,3.03583314788547,Out of Stock,46.0,,2030-03-18
B,1697.0,3.0985746187075898,Unknown,4.0,,2030-03-19
